 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 revolution_pulse_events.9.d2: "革命支持者开始散发小册子，其中包含[SCOPE.sCharacter('agitation_af_agitator').GetFullName]呼吁在[SCOPE.sState('agitation_af_state').GetStateRegion.GetName][SCOPE.sBuilding('agitation_af_building').GetName]采取革命行动的内容。"
 revolution_pulse_events.10.d: "随着革命情绪在全国沸腾，[SCOPE.sCharacter('reforms_at_gunpoint_ruler').GetPrimaryRoleTitle][SCOPE.sCharacter('reforms_at_gunpoint_ruler').GetFullName]在[SCOPE.gsInterestGroup('reforms_at_gunpoint_ig').GetName]中的顾问已经推荐了一揽子改革方案来安抚革命者。"
 revolution_pulse_events.12.d: "尽管[SCOPE.sCharacter('communist_agitator_scope').GetFullName]进行了革命鼓动，但[SCOPE.gsInterestGroup('trade_union_ig').GetName]中仍有某些领导人强烈支持改革派。帮助他们控制[SCOPE.gsInterestGroup('trade_union_ig').GetName]，将有助于打击革命者。"
 revolution_pulse_events.13.b: "指示他们向[SCOPE.sCharacter('communist_revolutionary_scope').GetFullName]指出[SCOPE.sCharacter('communist_revolutionary_scope').GetHerHis]所行之事的错误。"
 revolution_pulse_events.15.d: "随着最近几天革命活动似乎变得越来越糟，政府有机会向[SCOPE.sCharacter('reactionary_agitator').GetFullName]的民族主义运动靠拢，并进一步欢迎[SCOPE.sCharacter('reactionary_agitator').GetHerHis]对[SCOPE.gsInterestGroup('reactionary_agitator_ig').GetName]的影响。"
 revolution_pulse_events.17.d: "[SCOPE.gsInterestGroup('pogrom_ig').GetName]中的[SCOPE.sCharacter('reactionary_agitator').GetFullName]支持者将目前的革命动荡状态归咎于[SCOPE.sCulture('pogrom_culture').GetName]人，他们要对[SCOPE.sState('pogrom_state').GetStateRegion.GetName]及其周边地区的[SCOPE.sCulture('pogrom_culture').GetName]人实施大规模暴力行动。"
 revolution_pulse_events.18.d: "随着[SCOPE.sCharacter('fascist_agitator').GetFullName]的民族主义运动盛行，对[SCOPE.gsInterestGroup('internationalist_ig').GetName]的“反民族”倾向感到失望的前社会主义者开始投奔民族主义事业。法西斯主义的价值观在[ROOT.GetCountry.GetName]反革命分子中变得更加稳固。"
 revolution_pulse_events.19.d: "[SCOPE.sCharacter('fascist_regime_agitator').GetFullName]及其[SCOPE.gsInterestGroup('fascist_agitator_ig').GetName]支持者在[SCOPE.sState('capital_scope').GetStateRegion.GetCityHubName]游行，要求在政府中担任统治职务。"
 revolution_pulse_events.19.d2: "[SCOPE.sCharacter('fascist_regime_leader').GetFullName]在[SCOPE.sCharacter('fascist_regime_agitator').GetFullName]和[SCOPE.gsInterestGroup('fascist_agitator_ig').GetName]的支持下向召集来的[ROOT.GetCountry.GetAdjective]政府发表讲话，要求在政府中担任统治角色。"
 revolution_pulse_events.19.a: "赞美真正的民族英雄[SCOPE.sCharacter('fascist_regime_leader').GetFullName]！"
 revolution_pulse_events.19.a2: "赞美第一公民[SCOPE.sCharacter('fascist_regime_agitator').GetFullName]！"
 revolution_pulse_events.20.d: "为了避免革命，[SCOPE.sCharacter('reactionary_regime_ig_leader').GetFullName]向[SCOPE.sCharacter('petition_march_ruler').GetPrimaryRoleTitle]请愿，希望恢复独裁统治。集会的[SCOPE.gsInterestGroup('reactionary_regime_ig').GetName]已表态支持这些紧急措施。"
 revolution_pulse_events.20.a: "[SCOPE.sCharacter('reactionary_regime_ig_leader').GetFullName]会成为我们国家的大救星。"
 revolution_pulse_events.22.d: "[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]信任的大臣之一[SCOPE.sCharacter('hostage_char').GetFullName]被叛军绑架，并被偷偷带到一个隐蔽的地方。叛乱分子宣布，如果政府不向他们提供赎金，[SCOPE.sCharacter('hostage_char').GetLastName]将被处决。"
 revolution_pulse_events.22.b: "如果他们想让[SCOPE.sCharacter('hostage_char').GetFullName]殉国，那就这样吧。"
 revolution_pulse_events.24.d: "在庆祝[SCOPE.sState('capital_scope').GetCityHubName]一座观赏花园开放的活动中，一名革命者在[ROOT.GetCountry.GetRuler.GetFullName]附近引爆了一个爆炸装置。[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]幸免于难，但刺客在作证前就因伤而死。"
 revolution_pulse_events.25.d: "当[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]乘坐一辆马车往返于[SCOPE.sState('capital_scope').GetCityHubName]和[ROOT.GetCountry.GetRuler.GetHerHis]的一处乡间庄园时，一名革命者携带着一枚手雷扑向了马车下方，杀死了[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]和他自己。"
 revolution_pulse_events.25.b: "[SCOPE.sCharacter('heir_scope').GetFullName]将向杀死[SCOPE.sCharacter('heir_scope').GetHerHis][SCOPE.GetRootScope.GetCountry.GetCustom('mother_father')]的凶手报仇。"
 revolution_pulse_events.31.d: "在[SCOPE.sCharacter('armed_forces_ig_leader').GetFullName]的领导下，[SCOPE.gsInterestGroup('armed_forces_ig').GetName]在[SCOPE.sState('martial_laws_state').GetName]发生大规模兵变，导致军官们游行要求建立新政府。"
 revolution_pulse_events.32.d: "在[SCOPE.sState('vox_diaboli_state').GetName]，[SCOPE.sCharacter('devout_ig_leader').GetFullName]领导下的[SCOPE.sPop('majority_religion').GetReligion.GetName]信徒呼吁进行暴力反抗，[SCOPE.sPop('minority_religion').GetReligion.GetName]则成为了他们目前困境的替罪羊。"
 revolution_pulse_events.33.d: "[SCOPE.sCharacter('industrialists_ig_leader').GetFullName]和[SCOPE.sState('greed_is_good_state').GetName]的[SCOPE.gsInterestGroup('industrialists_ig').GetName]们发表了一份意向声明：在一个顺从的政府上台之前，所有工业生产都将停止。"
 revolution_pulse_events.34.d: "[SCOPE.sCharacter('intelligentsia_ig_leader').GetFullName]的报纸头条宣称，[SCOPE.sState('little_dark_age_state').GetName]的每一位作家、艺术家、表演者和教育家都已辞职。[ROOT.GetCountry.GetAdjective]人民只有一个出路来解决他们的困境：反抗。"
 revolution_pulse_events.36.d: "[SCOPE.sState('red_tape_state').GetName]每一个私人和公共机构的伪造报告使政府自相矛盾。[SCOPE.sCharacter('petty_bourgeoisie_ig_leader').GetFullName]有一个简单的要求：将政府交给会办事的人。"
 revolution_pulse_events.37.d: "[SCOPE.sState('rot_on_vine_state').GetName]丰收后，[SCOPE.sCharacter('rural_folk_ig_leader').GetFullName]发出一份交付报告——一切为零——还附带了严厉的最后通牒：为[SCOPE.gsInterestGroup('rural_folk_ig').GetName]服务的新秩序，或大规模饥荒。"
 revolution_pulse_events.38.d: "[SCOPE.sCharacter('trade_unions_ig_leader').GetFullName]领导的[SCOPE.gsInterestGroup('trade_unions_ig').GetName]在突袭了[SCOPE.sState('shall_not_be_infringed_state').GetName]的军营后，开始使用武器对抗[ROOT.GetCountry.GetName]的政府。"
 revolution_pulse_events.40.d: "[SCOPE.sCharacter('governor_person').GetFullName]误以为[SCOPE.gsInterestGroup('defecting_ig').GetName]是敌人，于是构陷了他们，之后，[SCOPE.gsInterestGroup('defecting_ig').GetName]的温和派投奔了[SCOPE.gsInterestGroup('revolting_ig').GetName]。"
 revolution_pulse_events.40.b: "[SCOPE.sCharacter('governor_person').GetFullName]应该下台。"
 land_ownership_law_events.11.d: "[SCOPE.sPop('majority_religion').GetReligion.GetName]教士正分发小册子，宣称[SCOPE.sCharacter('ruler_scope').GetFullName]和[SCOPE.sCharacter('industrialists_leader_scope').GetHerHis]的[SCOPE.sLaw('current_law_scope').GetName]是对世界自然秩序的冒犯。"
 land_ownership_law_events.12.c: "与[SCOPE.sCharacter('rural_folk_leader').GetFullName]协商该怎么办。"
 government_petition_events.1.d: "[SCOPE.gsInterestGroup('government_petition_ig').GetLeader.GetFullName]代表[SCOPE.gsInterestGroup('government_petition_ig').GetName]向[ROOT.GetCountry.GetAdjective]政府正式请愿，希望通过[SCOPE.sLaw('government_petition_law').GetName]。"
 french_pretenders_pulse.13.t: "[SCOPE.sCharacter('partisan_character').GetFullName]支持[SCOPE.sCharacter('partisan_character').GetIdeology.GetName]事业"
 french_pretenders_pulse.13.d: "[SCOPE.sCharacter('partisan_character').GetFullName]带领[SCOPE.sCharacter('partisan_character').GetInterestGroup.GetName]全体向[SCOPE.sCharacter('partisan_character').GetIdeology.GetName]的事业宣誓效忠。尽管[SCOPE.sCharacter('partisan_character').GetHerHis]的宣言富有野心，却在[SCOPE.sCharacter('partisan_character').GetInterestGroup.GetNameNoFormatting]内部和外部都掀起了争议。"
 french_pretenders_pulse.13.f: "#bold [SCOPE.sCharacter('partisan_character').GetFullNameNoFormatting]：“我一片赤诚之心，朝向[SCOPE.sCharacter('partisan_character').GetCustom('french_dynasty_name')]！”#!\n\n对于[SCOPE.sCharacter('partisan_character').GetCustom('french_dynasty_name')]家族来说，这是一个吉祥的日子。[SCOPE.sCharacter('partisan_character').GetFullNameNoFormatting]，作为一名多产的君主主义者和直言不讳的[SCOPE.sCharacter('partisan_character').GetInterestGroup.GetNameNoFormatting]评论员，公开声援该家族应该登上查理曼之王位。[SCOPE.sState('capital_scope').GetCityHubName]的人们对[SCOPE.sCharacter('partisan_character').GetLastNameNoFormatting]今天早上的宣言，既有持支持态度的，也有发表诽谤之声的。（下接第2页）"
 french_pretenders_pulse.14.d: "[SCOPE.sCharacter('partisan_character').GetPrimaryRoleTitle][SCOPE.sCharacter('partisan_character').GetFullName]已经发表了多轮宣言，支持[SCOPE.sCharacter('partisan_character').GetIdeology.GetName]的事业，还动用[SCOPE.sCharacter('partisan_character').GetHerHis]在军队中的地位广泛宣传[SCOPE.sCharacter('partisan_character').GetHerHis]的理念。"
 french_pretenders_pulse.15.d: "[SCOPE.sCharacter('partisan_character').GetFullName]是一位资历老道且强烈推崇民粹主义政治的倡导者。此人已经发动了一场政治运动，旨在进一步推动[SCOPE.sCharacter('partisan_character').GetHerHis]的[SCOPE.sCharacter('partisan_character').GetIdeology.GetName]事业在普通民众中的认可。"
 french_pretenders_pulse.15.f: "#bold 兰斯的钟声为[SCOPE.sCharacter('partisan_character').GetCustom('french_dynasty_name')]家族而鸣！#!\n\n一位新王；一位新的查理曼诞生于世！法兰西万岁！[SCOPE.sCharacter('partisan_character').GetCustom('french_dynasty_name')]万岁！\n\n#italic 老百姓将跟在[SCOPE.sCharacter('partisan_character').GetFullNameNoFormatting]的身后于[SCOPE.sState('capital_scope').GetCityHubName]游行。官方建议游行群众身着[SCOPE.sCharacter('partisan_character').GetCustom('french_dynasty_name')]的颜色。#!"
 french_pretenders_pulse.16.d: "[SCOPE.gsInterestGroup('monarchist_opposition').GetLeader.GetFullName]，一位鞠躬尽瘁的[SCOPE.gsInterestGroup('monarchist_opposition').GetLeader.GetIdeology.GetName]，针对[SCOPE.sCharacter('monarchist_leader').GetIdeology.GetName]事业的领导层进行了一系列的口头攻击，指责其大行机会主义。"
 french_pretenders_pulse.17.d: "随着激进主义在[ROOT.GetCountry.GetName]蔓延，对国家所面临动荡的责难完全落在[SCOPE.sCharacter('monarch_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('monarch_scope').GetFullName]和[SCOPE.sCharacter('monarch_scope').GetIdeology.GetName]上。"
 french_pretenders_pulse.17.d1: "在人民之春的革命浪潮中，[ROOT.GetCountry.GetName]所面临的动荡不安，被人们归咎于[SCOPE.sCharacter('monarch_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('monarch_scope').GetFullName]和[SCOPE.sCharacter('monarch_scope').GetIdeology.GetName]的肩上。"
 pretenders_7_fourth_way_tt: "我们将抛下过去的王朝，将[SCOPE.sCountry('reflexive_reference_france').GetName]的权位交给[SCOPE.sCharacter('prospective_monarch_scope').GetPrimaryRoleTitle][SCOPE.sCharacter('prospective_monarch_scope').GetFullName]"
 notification_paris_commune_automation_pulse_2_a_name: "公社处决[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]"
 notification_paris_commune_automation_pulse_2_a_desc: "[SCOPE.sCountry('paris_commune_nation_scope').GetAdjective]的国民自卫军在巴黎城外俘虏并枪决了[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]。\n\n#bold 巴黎公社#!的进度#bold 提高#!了#variable 10#!。"
 notification_paris_commune_automation_pulse_2_b_name: "公社囚禁[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]"
 notification_paris_commune_automation_pulse_2_b_desc: "[SCOPE.sCountry('paris_commune_nation_scope').GetAdjective]的国民自卫军在巴黎城外俘虏了[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]。他已被转移到城内的监狱中。\n\n#bold 巴黎公社#!的进度#bold 提高#!了#variable 5#!。"
 notification_paris_commune_automation_pulse_2_c_name: "公社处决[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]"
 notification_paris_commune_automation_pulse_2_c_desc: "[SCOPE.sCountry('paris_commune_nation_scope').GetName]正式表彰了在巴黎城外俘虏并枪决了[SCOPE.sCharacter('executed_general_scope').GetFullName][SCOPE.sCharacter('executed_general_scope').GetRankName]的一支国民自卫军。\n\n#bold 巴黎公社#!的进度#bold 降低#!了#variable 5#!。"
 agitator_legal_events.1.d: "[SCOPE.sState('capital_scope').GetCityHubName]的道路交通陷入瘫痪，原因是[SCOPE.sCharacter('opposing_agitator').GetFullName]拉着一大波人跑到主干道上，滔滔不绝地讨论政府关于[SCOPE.sLaw('current_law_scope').GetName]的提案。这一阻挠使立法机构出席人数无法达到法定下限。"
 agitator_legal_events.2.d: "通过巧妙地使用或简单地滥用禁言举措，[SCOPE.sCharacter('opposing_agitator').GetFullName]的支持者阻止了对[SCOPE.sLaw('current_law_scope').GetName]动议的任何进一步讨论。"
 agitator_legal_events.3.d: "[SCOPE.sCharacter('supporting_agitator').GetFullName]在喝了有毒饮料后，其长篇大论发生了突变。随着[SCOPE.sCharacter('supporting_agitator').GetHerHis]失去能力，政府也失去了[SCOPE.sLaw('current_law_scope').GetName]最有效的支持者。"
 agitator_legal_events.3.a: "祝[SCOPE.sCharacter('irritator').GetFullName]早日康复。"
 agitator_legal_events.4.d: "[SCOPE.sCharacter('opposing_agitator').GetFullName]的支持者提出的难点，导致政府寻找技术专家给出他们对[SCOPE.sLaw('current_law_scope').GetName]的看法。"
 agitator_legal_events.4.b: "看看[SCOPE.sCharacter('irritator').GetFullName]是否会说到做到。"
 agitator_legal_events.5.d: "[SCOPE.sCharacter('opposing_agitator').GetFullName]发表了一篇文章指责一名[SCOPE.gsInterestGroup('opposing_ig').GetName]成员与情妇上床，立法会成员对此震惊不已。更省事的是，现在正好在就[SCOPE.sLaw('current_law_scope').GetName]进行辩论。"
